x1,y1,x2,y2
298003,2778735,298103,2778835
298003,2778835,298103,2778935
298003,2778935,298103,2779035
298003,2779035,298103,2779135
298003,2779135,298103,2779235
298003,2779235,298103,2779335
298003,2779335,298103,2779435
298003,2779435,298103,2779535
298003,2779535,298103,2779635
298003,2779635,298103,2779735
298003,2779735,298103,2779835
298003,2779835,298103,2779935
298003,2779935,298103,2780035
298003,2780035,298103,2780135
298003,2780135,298103,2780235
298003,2780235,298103,2780335
298003,2780335,298103,2780435
298003,2780435,298103,2780535
298003,2780535,298103,2780635
298003,2780635,298103,2780735
298003,2780735,298103,2780835
298003,2780835,298103,2780935
298003,2780935,298103,2781035
298003,2781035,298103,2781135
298003,2781135,298103,2781235
298003,2781235,298103,2781335
298003,2781335,298103,2781435
298003,2781435,298103,2781535
298003,2781535,298103,2781635
298003,2781635,298103,2781735
298003,2781735,298103,2781835
298103,2777035,298203,2777135
298103,2777135,298203,2777235
298103,2777235,298203,2777335
298103,2777335,298203,2777435
298103,2777435,298203,2777535
298103,2777535,298203,2777635
298103,2777635,298203,2777735
298103,2777735,298203,2777835
298103,2777835,298203,2777935
298103,2777935,298203,2778035
298103,2778035,298203,2778135
298103,2778135,298203,2778235
298103,2778235,298203,2778335
298103,2778335,298203,2778435
298103,2778435,298203,2778535
298103,2778535,298203,2778635
298103,2778635,298203,2778735
298103,2778735,298203,2778835
298103,2778835,298203,2778935
298103,2778935,298203,2779035
298103,2779035,298203,2779135
298103,2779135,298203,2779235
298103,2779235,298203,2779335
298103,2779335,298203,2779435
298103,2779435,298203,2779535
298103,2779535,298203,2779635
298103,2779635,298203,2779735
298103,2779735,298203,2779835
298103,2779835,298203,2779935
298103,2779935,298203,2780035
298103,2780035,298203,2780135
298103,2780135,298203,2780235
298103,2780235,298203,2780335
298103,2780335,298203,2780435
298103,2780435,298203,2780535
298103,2780535,298203,2780635
298103,2780635,298203,2780735
298103,2780735,298203,2780835
298103,2780835,298203,2780935
298103,2780935,298203,2781035
298103,2781035,298203,2781135
298103,2781135,298203,2781235
298103,2781235,298203,2781335
298103,2781335,298203,2781435
298103,2781435,298203,2781535
298103,2781535,298203,2781635
298103,2781635,298203,2781735
298103,2781735,298203,2781835
298103,2781835,298203,2781935
298203,2777035,298303,2777135
298203,2777135,298303,2777235
298203,2777235,298303,2777335
298203,2777335,298303,2777435
298203,2777435,298303,2777535
298203,2777535,298303,2777635
298203,2777635,298303,2777735
298203,2777735,298303,2777835
298203,2777835,298303,2777935
298203,2777935,298303,2778035
298203,2778035,298303,2778135
298203,2778135,298303,2778235
298203,2778235,298303,2778335
298203,2778335,298303,2778435
298203,2778435,298303,2778535
298203,2778535,298303,2778635
298203,2778635,298303,2778735
298203,2778735,298303,2778835
298203,2778835,298303,2778935
298203,2778935,298303,2779035
298203,2779035,298303,2779135
298203,2779135,298303,2779235
298203,2779235,298303,2779335
298203,2779335,298303,2779435
298203,2779435,298303,2779535
298203,2779535,298303,2779635
298203,2779635,298303,2779735
298203,2779735,298303,2779835
298203,2779835,298303,2779935
298203,2779935,298303,2780035
298203,2780035,298303,2780135
298203,2780135,298303,2780235
298203,2780235,298303,2780335
298203,2780335,298303,2780435
298203,2780435,298303,2780535
298203,2780535,298303,2780635
298203,2780635,298303,2780735
298203,2780735,298303,2780835
298203,2780835,298303,2780935
298203,2780935,298303,2781035
298203,2781035,298303,2781135
298203,2781135,298303,2781235
298203,2781235,298303,2781335
298203,2781335,298303,2781435
298203,2781435,298303,2781535
298203,2781535,298303,2781635
298203,2781635,298303,2781735
298203,2781735,298303,2781835
298203,2781835,298303,2781935
298203,2781935,298303,2782035
298303,2777035,298403,2777135
298303,2777135,298403,2777235
298303,2777235,298403,2777335
298303,2777335,298403,2777435
298303,2777435,298403,2777535
298303,2777535,298403,2777635
298303,2777635,298403,2777735
298303,2777735,298403,2777835
298303,2777835,298403,2777935
298303,2777935,298403,2778035
298303,2778035,298403,2778135
298303,2778135,298403,2778235
298303,2778235,298403,2778335
298303,2778335,298403,2778435
298303,2778435,298403,2778535
298303,2778535,298403,2778635
298303,2778635,298403,2778735
298303,2778735,298403,2778835
298303,2778835,298403,2778935
298303,2778935,298403,2779035
298303,2779035,298403,2779135
298303,2779135,298403,2779235
298303,2779235,298403,2779335
298303,2779335,298403,2779435
298303,2779435,298403,2779535
298303,2779535,298403,2779635
298303,2779635,298403,2779735
298303,2779735,298403,2779835
298303,2779835,298403,2779935
298303,2779935,298403,2780035
298303,2780035,298403,2780135
298303,2780135,298403,2780235
298303,2780235,298403,2780335
298303,2780335,298403,2780435
298303,2780435,298403,2780535
298303,2780535,298403,2780635
298303,2780635,298403,2780735
298303,2780735,298403,2780835
298303,2780835,298403,2780935
298303,2780935,298403,2781035
298303,2781035,298403,2781135
298303,2781135,298403,2781235
298303,2781235,298403,2781335
298303,2781335,298403,2781435
298303,2781435,298403,2781535
298303,2781535,298403,2781635
298303,2781635,298403,2781735
298303,2781735,298403,2781835
298303,2781835,298403,2781935
298303,2781935,298403,2782035
298303,2782035,298403,2782135
298403,2777035,298503,2777135
298403,2777135,298503,2777235
298403,2777235,298503,2777335
298403,2777335,298503,2777435
298403,2777435,298503,2777535
298403,2777535,298503,2777635
298403,2777635,298503,2777735
298403,2777735,298503,2777835
298403,2777835,298503,2777935
298403,2777935,298503,2778035
298403,2778035,298503,2778135
298403,2778135,298503,2778235
298403,2778235,298503,2778335
298403,2778335,298503,2778435
298403,2778435,298503,2778535
298403,2778535,298503,2778635
298403,2778635,298503,2778735
298403,2778735,298503,2778835
298403,2778835,298503,2778935
298403,2778935,298503,2779035
298403,2779035,298503,2779135
298403,2779135,298503,2779235
298403,2779235,298503,2779335
298403,2779335,298503,2779435
298403,2779435,298503,2779535
298403,2779535,298503,2779635
298403,2779635,298503,2779735
298403,2779735,298503,2779835
298403,2779835,298503,2779935
298403,2779935,298503,2780035
298403,2780035,298503,2780135
298403,2780135,298503,2780235
298403,2780235,298503,2780335
298403,2780335,298503,2780435
298403,2780435,298503,2780535
298403,2780535,298503,2780635
298403,2780635,298503,2780735
298403,2780735,298503,2780835
298403,2780835,298503,2780935
298403,2780935,298503,2781035
298403,2781035,298503,2781135
298403,2781135,298503,2781235
298403,2781235,298503,2781335
298403,2781335,298503,2781435
298403,2781435,298503,2781535
298403,2781535,298503,2781635
298403,2781635,298503,2781735
298403,2781735,298503,2781835
298403,2781835,298503,2781935
298403,2781935,298503,2782035
298403,2782035,298503,2782135
298403,2782135,298503,2782235
298503,2776935,298603,2777035
298503,2777035,298603,2777135
298503,2777135,298603,2777235
298503,2777235,298603,2777335
298503,2777335,298603,2777435
298503,2777435,298603,2777535
298503,2777535,298603,2777635
298503,2777635,298603,2777735
298503,2777735,298603,2777835
298503,2777835,298603,2777935
298503,2777935,298603,2778035
298503,2778035,298603,2778135
298503,2778135,298603,2778235
298503,2778235,298603,2778335
298503,2778335,298603,2778435
298503,2778435,298603,2778535
298503,2778535,298603,2778635
298503,2778635,298603,2778735
298503,2778735,298603,2778835
298503,2778835,298603,2778935
298503,2778935,298603,2779035
298503,2779035,298603,2779135
298503,2779135,298603,2779235
298503,2779235,298603,2779335
298503,2779335,298603,2779435
298503,2779435,298603,2779535
298503,2779535,298603,2779635
298503,2779635,298603,2779735
298503,2779735,298603,2779835
298503,2779835,298603,2779935
298503,2779935,298603,2780035
298503,2780035,298603,2780135
298503,2780135,298603,2780235
298503,2780235,298603,2780335
298503,2780335,298603,2780435
298503,2780435,298603,2780535
298503,2780535,298603,2780635
298503,2780635,298603,2780735
298503,2780735,298603,2780835
298503,2780835,298603,2780935
298503,2780935,298603,2781035
298503,2781035,298603,2781135
298503,2781135,298603,2781235
298503,2781235,298603,2781335
298503,2781335,298603,2781435
298503,2781435,298603,2781535
298503,2781535,298603,2781635
298503,2781635,298603,2781735
298503,2781735,298603,2781835
298503,2781835,298603,2781935
298503,2781935,298603,2782035
298503,2782035,298603,2782135
298503,2782135,298603,2782235
298503,2782235,298603,2782335
298503,2782335,298603,2782435
298603,2776935,298703,2777035
298603,2777035,298703,2777135
298603,2777135,298703,2777235
298603,2777235,298703,2777335
298603,2777335,298703,2777435
298603,2777435,298703,2777535
298603,2777535,298703,2777635
298603,2777635,298703,2777735
298603,2777735,298703,2777835
298603,2777835,298703,2777935
298603,2777935,298703,2778035
298603,2778035,298703,2778135
298603,2778135,298703,2778235
298603,2778235,298703,2778335
298603,2778335,298703,2778435
298603,2778435,298703,2778535
298603,2778535,298703,2778635
298603,2778635,298703,2778735
298603,2778735,298703,2778835
298603,2778835,298703,2778935
298603,2778935,298703,2779035
298603,2779035,298703,2779135
298603,2779135,298703,2779235
298603,2779235,298703,2779335
298603,2779335,298703,2779435
298603,2779435,298703,2779535
298603,2779535,298703,2779635
298603,2779635,298703,2779735
298603,2779735,298703,2779835
298603,2779835,298703,2779935
298603,2779935,298703,2780035
298603,2780035,298703,2780135
298603,2780135,298703,2780235
298603,2780235,298703,2780335
298603,2780335,298703,2780435
298603,2780435,298703,2780535
298603,2780535,298703,2780635
298603,2780635,298703,2780735
298603,2780735,298703,2780835
298603,2780835,298703,2780935
298603,2780935,298703,2781035
298603,2781035,298703,2781135
298603,2781135,298703,2781235
298603,2781235,298703,2781335
298603,2781335,298703,2781435
298603,2781435,298703,2781535
298603,2781535,298703,2781635
298603,2781635,298703,2781735
298603,2781735,298703,2781835
298603,2781835,298703,2781935
298603,2781935,298703,2782035
298603,2782035,298703,2782135
298603,2782135,298703,2782235
298603,2782235,298703,2782335
298603,2782335,298703,2782435
298603,2782435,298703,2782535
298703,2776835,298803,2776935
298703,2776935,298803,2777035
298703,2777035,298803,2777135
298703,2777135,298803,2777235
298703,2777235,298803,2777335
298703,2777335,298803,2777435
298703,2777435,298803,2777535
298703,2777535,298803,2777635
298703,2777635,298803,2777735
298703,2777735,298803,2777835
298703,2777835,298803,2777935
298703,2777935,298803,2778035
298703,2778035,298803,2778135
298703,2778135,298803,2778235
298703,2778235,298803,2778335
298703,2778335,298803,2778435
298703,2778435,298803,2778535
298703,2778535,298803,2778635
298703,2778635,298803,2778735
298703,2778735,298803,2778835
298703,2778835,298803,2778935
298703,2778935,298803,2779035
298703,2779035,298803,2779135
298703,2779135,298803,2779235
